Variable,Term,Beta,StandardError,Z,P,LRT,Wald,LogRank,HR,HRlower,HRupper
ILMN_1699829,ILMN_1699829,0.378000138,0.098727845,3.828708473,0.000128817,0.000350805,0.000128817,0.000100711,1.459363144,1.202613514,1.770927037
ILMN_1742260,ILMN_1742260,0.504951796,0.12987692,3.887925543,0.000101105,0.000222603,0.000101105,0.000103113,1.656905649,1.284536188,2.137219921
ILMN_1752520,ILMN_1752520,0.40588039,0.106121684,3.824669706,0.000130948,0.000242223,0.000130948,0.000104001,1.500623052,1.218823088,1.847577033
ILMN_1653788,ILMN_1653788,-0.38461255,0.100274255,-3.835606155,0.000125255,0.000149335,0.000125255,0.000106776,0.680714328,0.559256823,0.828549563
ILMN_1736200,ILMN_1736200,-0.386012093,0.099984971,-3.860701137,0.000113062,9.80E-05,0.000113062,0.000110807,0.679762305,0.558791404,0.826921798
ILMN_1851641,ILMN_1851641,0.355060643,0.090198182,3.936450121,8.27E-05,0.000344329,8.27E-05,0.000112461,1.426267145,1.195154488,1.702071145
ILMN_1757892,ILMN_1757892,0.477401925,0.124436184,3.836520133,0.00012479,8.51E-05,0.00012479,0.000112849,1.611881168,1.263027335,2.057090001
ILMN_1657836,ILMN_1657836,0.355541989,0.091728377,3.8760305,0.000106174,0.00030264,0.000106174,0.000114602,1.426953838,1.192149133,1.708005482
ILMN_1769129,ILMN_1769129,0.486114021,0.13003623,3.738296794,0.000185271,0.001189729,0.000185271,0.000115791,1.625985382,1.260171338,2.097991269
ILMN_1718071,ILMN_1718071,0.391424475,0.101584283,3.853199171,0.000116584,7.10E-05,0.000116584,0.000115924,1.479086216,1.212061876,1.804937584
ILMN_1766411,ILMN_1766411,0.39046786,0.102532528,3.808234027,0.000139963,0.000365386,0.000139963,0.000116938,1.477671976,1.20865455,1.806566209
ILMN_1841874,ILMN_1841874,-0.43474889,0.111774909,-3.889503404,0.00010045,8.83E-05,0.00010045,0.000117178,0.647427222,0.520053449,0.805997939
ILMN_1667675,ILMN_1667675,0.769821543,0.202364389,3.804135429,0.0001423,0.001359685,0.0001423,0.000118181,2.159380863,1.452366984,3.210569892
ILMN_1702301,ILMN_1702301,0.533751829,0.139184382,3.83485433,0.000125639,0.000238146,0.000125639,0.000118507,1.705318385,1.298169835,2.240162045
ILMN_1676099,ILMN_1676099,0.374863936,0.097831993,3.831711128,0.000127255,0.000581816,0.000127255,0.000119468,1.454793456,1.200954615,1.762284747
ILMN_1737935,ILMN_1737935,0.358989737,0.090358178,3.972963444,7.10E-05,0.000126772,7.10E-05,0.000121006,1.431882107,1.199483399,1.709307831
ILMN_1770338,ILMN_1770338,0.374988516,0.098083025,3.823174446,0.000131745,0.000176798,0.000131745,0.000121072,1.454974705,1.200513424,1.763371696
ILMN_1758323,ILMN_1758323,0.331106117,0.08891342,3.723916118,0.000196156,0.001762494,0.000196156,0.000121173,1.392507554,1.169807279,1.657604053
ILMN_1715426,ILMN_1715426,0.399607696,0.10077401,3.965384471,7.33E-05,4.35E-05,7.33E-05,0.000131413,1.491239564,1.22396338,1.816880696
ILMN_1749324,ILMN_1749324,0.429751942,0.111898842,3.840539662,0.000122764,0.001018712,0.000122764,0.00013379,1.536876242,1.23421389,1.913759521
ILMN_1855534,ILMN_1855534,0.39329523,0.102367058,3.842009724,0.000122031,0.00018986,0.000122031,0.000134719,1.481855814,1.212469858,1.811093807
ILMN_1687768,ILMN_1687768,0.506246047,0.132033421,3.834226537,0.00012596,4.95E-05,0.00012596,0.000136149,1.659051489,1.280774914,2.149051961
ILMN_1756777,ILMN_1756777,0.547524234,0.145086018,3.773790483,0.000160786,0.000351225,0.000160786,0.000137445,1.728967196,1.301035992,2.297651705
ILMN_1884809,ILMN_1884809,0.309385154,0.077558672,3.989046549,6.63E-05,0.000422746,6.63E-05,0.000137593,1.362587075,1.170432045,1.586289051
ILMN_1891871,ILMN_1891871,-0.43976885,0.110944729,-3.963855265,7.37E-05,2.83E-05,7.37E-05,0.000138173,0.644185307,0.518291982,0.800658171
ILMN_1778595,ILMN_1778595,0.343210093,0.093505578,3.67047721,0.000242098,0.00199912,0.000242098,0.000138901,1.409464849,1.173443429,1.692958615
ILMN_1814606,ILMN_1814606,-0.383992958,0.101231084,-3.793231726,0.000148699,8.22E-05,0.000148699,0.000139574,0.681136224,0.558554973,0.830619327
ILMN_1820542,ILMN_1820542,0.449478689,0.117211987,3.834750173,0.000125692,0.000140041,0.000125692,0.000142504,1.56749482,1.24576203,1.972318912
ILMN_1813379,ILMN_1813379,0.381072241,0.098236021,3.879149791,0.000104822,0.001853999,0.000104822,0.000144381,1.463853352,1.207477143,1.774664346
ILMN_1681683,ILMN_1681683,0.360550869,0.094561248,3.812881875,0.000137356,0.000610803,0.000137356,0.000144509,1.434119208,1.191501442,1.726139667
ILMN_1715068,ILMN_1715068,0.350729577,0.096177764,3.646680525,0.00026565,0.002174043,0.00026565,0.000145407,1.420103246,1.176124398,1.714693813
ILMN_1907544,ILMN_1907544,-0.37320631,0.09879467,-3.777595596,0.00015835,7.56E-05,0.00015835,0.000146026,0.688523169,0.567315152,0.83562752
ILMN_1878479,ILMN_1878479,-0.439151762,0.116008968,-3.785498404,0.000153401,0.000116822,0.000153401,0.000147582,0.644582949,0.513489776,0.809144014
ILMN_1766675,ILMN_1766675,0.402309081,0.107039482,3.758511101,0.000170927,0.000343828,0.000170927,0.00015285,1.495273421,1.212295356,1.844305179
ILMN_1830691,ILMN_1830691,-0.438359502,0.11654968,-3.761138619,0.000169142,0.000172638,0.000169142,0.00015403,0.645093829,0.513352427,0.810643966
ILMN_1716421,ILMN_1716421,0.345738375,0.092310771,3.745374159,0.000180125,0.00040436,0.000180125,0.000157172,1.413032883,1.179172109,1.693274387
ILMN_1691441,ILMN_1691441,-0.487946526,0.127106233,-3.838887468,0.000123593,8.04E-06,0.000123593,0.000157943,0.613885699,0.47851383,0.787554356
ILMN_1783550,ILMN_1783550,0.445052862,0.118392748,3.759122644,0.00017051,0.000235681,0.00017051,0.000159293,1.560572688,1.237393732,1.9681586
ILMN_1666493,ILMN_1666493,0.40143703,0.103685229,3.87168968,0.000108084,0.000270994,0.000108084,0.000159915,1.493970036,1.21922781,1.830622997
ILMN_1729915,ILMN_1729915,0.421049402,0.106962096,3.936435613,8.27E-05,0.000331544,8.27E-05,0.00016456,1.523559543,1.235415743,1.878908939
ILMN_1726589,ILMN_1726589,0.402778244,0.107025621,3.763381513,0.000167631,0.000286878,0.000167631,0.00016623,1.495975113,1.212897204,1.845120537
ILMN_1763000,ILMN_1763000,0.405046773,0.107617595,3.76375977,0.000167378,0.000118938,0.000167378,0.000168367,1.499372628,1.214242182,1.851457899
ILMN_1717677,ILMN_1717677,-0.444775658,0.11819385,-3.763103217,0.000167818,7.37E-05,0.000167818,0.000169748,0.640968056,0.508428162,0.80805919
ILMN_1697529,ILMN_1697529,-0.388896463,0.103123073,-3.771187667,0.000162472,0.00015046,0.000162472,0.000172308,0.677804444,0.553765497,0.829627103
ILMN_1804676,ILMN_1804676,0.391527287,0.104377385,3.751073921,0.000176079,0.000220096,0.000176079,0.000173709,1.479238291,1.205568659,1.815032188
ILMN_1822562,ILMN_1822562,-0.440495426,0.116468958,-3.782084384,0.000155521,0.000103493,0.000155521,0.000175749,0.643717428,0.512338168,0.80878637
ILMN_1750079,ILMN_1750079,0.459615919,0.115717806,3.971868607,7.13E-05,3.35E-06,7.13E-05,0.000176123,1.583465689,1.262145673,1.986588112
ILMN_1799725,ILMN_1799725,0.472123841,0.127194078,3.711838239,0.000205759,0.000438568,0.000205759,0.000176805,1.603395937,1.24960566,2.057351862
ILMN_1720322,ILMN_1720322,0.421398769,0.112185763,3.756258877,0.000172472,0.000104964,0.000172472,0.000178042,1.524091918,1.223259128,1.898907698
ILMN_1731777,ILMN_1731777,0.411458504,0.110035444,3.739326993,0.000184514,0.000302146,0.000184514,0.000179959,1.509017089,1.216275108,1.872218349
ILMN_1691508,ILMN_1691508,0.417151616,0.112575049,3.705542399,0.000210939,0.000565301,0.000210939,0.000180761,1.517632593,1.217145758,1.892303098
ILMN_1684357,ILMN_1684357,0.477265059,0.128597009,3.711323172,0.000206179,0.00088865,0.000206179,0.000181594,1.611660573,1.252597698,2.073650468
ILMN_1782538,ILMN_1782538,0.432032781,0.115359387,3.745102961,0.00018032,0.000122548,0.00018032,0.000182287,1.54038561,1.228670312,1.931183495
ILMN_1883255,ILMN_1883255,-0.417259009,0.11003468,-3.79206819,0.000149398,6.44E-05,0.000149398,0.000182887,0.658850249,0.531037298,0.817425919
ILMN_1683178,ILMN_1683178,0.457070357,0.121770095,3.753551773,0.000174347,0.000213803,0.000174347,0.0001845,1.579440004,1.244091265,2.005183058
ILMN_1709204,ILMN_1709204,0.368794675,0.09752657,3.781478973,0.000155899,0.001213625,0.000155899,0.000185842,1.445990675,1.194402559,1.750573136
ILMN_1699214,ILMN_1699214,0.428543726,0.117174431,3.657314346,0.000254872,0.000714255,0.000254872,0.000186236,1.535020485,1.220042949,1.931315525
ILMN_1665859,ILMN_1665859,0.505911972,0.136363857,3.710015131,0.000207247,0.000411641,0.000207247,0.000187342,1.658497334,1.269526154,2.166645719
ILMN_1817839,ILMN_1817839,-0.391089496,0.10481409,-3.731268337,0.000190518,0.000244863,0.000190518,0.000189201,0.676319626,0.550724091,0.830557885
ILMN_1840388,ILMN_1840388,-0.383746697,0.103429781,-3.710214724,0.000207084,0.000155434,0.000207084,0.000195561,0.681303981,0.556290108,0.834411952
ILMN_1796523,ILMN_1796523,0.407444788,0.11010771,3.700420141,0.000215243,0.000171256,0.000215243,0.000197104,1.502972461,1.211231538,1.864982993
ILMN_1653028,ILMN_1653028,0.386274536,0.103962653,3.715512499,0.000202792,0.000137708,0.000202792,0.000198171,1.471488592,1.20022793,1.804056232
ILMN_1665483,ILMN_1665483,0.393567069,0.101622518,3.872833278,0.000107577,3.67E-05,0.000107577,0.0001996,1.482258694,1.214570594,1.808944532
ILMN_1836060,ILMN_1836060,-0.42702546,0.115389994,-3.700714809,0.000214993,0.000110551,0.000214993,0.000200837,0.652446941,0.520385346,0.818022671
ILMN_1865874,ILMN_1865874,0.398356482,0.107522983,3.704849618,0.000211516,0.000204949,0.000211516,0.000200869,1.48937487,1.206369345,1.838771445
ILMN_1743199,ILMN_1743199,0.555225179,0.152011945,3.652510195,0.000259689,0.000842062,0.000259689,0.000203737,1.742333277,1.293416596,2.347059144
ILMN_1773079,ILMN_1773079,0.346309766,0.093314943,3.711193043,0.000206285,0.000308307,0.000206285,0.000204161,1.413840507,1.177526249,1.697579974
ILMN_1670708,ILMN_1670708,0.526967823,0.14528818,3.627052266,0.000286675,0.002028792,0.000286675,0.000204783,1.693788648,1.274059453,2.251794432
ILMN_1809428,ILMN_1809428,0.255868359,0.070476497,3.630548777,0.000282819,0.002650409,0.000282819,0.000205891,1.291582692,1.12494817,1.482900184
ILMN_1719759,ILMN_1719759,0.40741809,0.111393376,3.657471419,0.000254716,0.001200312,0.000254716,0.000206214,1.502932335,1.208150991,1.869638498
ILMN_1654748,ILMN_1654748,0.429538604,0.115669668,3.713493869,0.000204417,0.000130283,0.000204417,0.000207101,1.536548403,1.224864493,1.927544646
ILMN_1824709,ILMN_1824709,0.470721192,0.126723832,3.71454354,0.000203571,0.000245581,0.000203571,0.000207831,1.601148513,1.249004764,2.052575486
ILMN_1795435,ILMN_1795435,-0.409227359,0.11081122,-3.693013745,0.000221612,0.00018347,0.000221612,0.000209423,0.664163212,0.534505446,0.825272736
ILMN_1877303,ILMN_1877303,0.439810334,0.119701883,3.674213995,0.000238583,0.000216445,0.000238583,0.000211423,1.552412751,1.227769311,1.962897532
ILMN_1805258,ILMN_1805258,-0.486726636,0.121193148,-4.016123399,5.92E-05,8.59E-06,5.92E-05,0.000214276,0.614635029,0.484682695,0.779429972
ILMN_1771919,ILMN_1771919,0.427918809,0.118107877,3.623118288,0.000291073,0.000761775,0.000291073,0.000214323,1.534061524,1.217052101,1.933643398
ILMN_1844029,ILMN_1844029,0.30214758,0.088798003,3.402639358,0.000667383,0.008136256,0.000667383,0.000216365,1.352760853,1.136674271,1.609926407
ILMN_1713686,ILMN_1713686,0.374852134,0.102370985,3.661702906,0.000250544,0.001809096,0.000250544,0.00022053,1.454776287,1.190303944,1.778011453
ILMN_1848391,ILMN_1848391,-0.401390528,0.10413384,-3.854563792,0.000115936,2.47E-05,0.000115936,0.000221399,0.669388595,0.545807405,0.82095092
ILMN_1707070,ILMN_1707070,0.388180646,0.10437772,3.718999079,0.000200014,0.000300507,0.000200014,0.000221669,1.474296086,1.201540007,1.80896927
ILMN_1658494,ILMN_1658494,0.462994377,0.124910912,3.706596729,0.000210063,0.000271823,0.000210063,0.000225048,1.588824408,1.243802834,2.029552377
ILMN_1787514,ILMN_1787514,-0.423924381,0.115841467,-3.659521853,0.000252686,0.000216992,0.000252686,0.000227623,0.654473371,0.521539907,0.821289776
ILMN_1658231,ILMN_1658231,-0.474374932,0.127089974,-3.732591306,0.00018952,5.04E-05,0.00018952,0.000228003,0.622273898,0.485067751,0.798290143
ILMN_1703988,ILMN_1703988,-0.358731218,0.097467089,-3.680536892,0.000232743,0.00038065,0.000232743,0.00023208,0.698562087,0.577086447,0.845608127
ILMN_1761425,ILMN_1761425,0.347305715,0.094205836,3.686668786,0.000227209,0.00036019,0.000227209,0.000235369,1.415249322,1.176643236,1.702241242
ILMN_1769383,ILMN_1769383,0.494350974,0.134391773,3.678431806,0.000234672,0.000356794,0.000234672,0.000237358,1.639433858,1.25979365,2.133479061
ILMN_1719811,ILMN_1719811,0.469926081,0.129101492,3.639974064,0.000272666,0.001224326,0.000272666,0.000238099,1.599875928,1.242209697,2.060524074
ILMN_1744235,ILMN_1744235,0.450759534,0.122477986,3.680331052,0.000232931,0.000192472,0.000232931,0.000239085,1.569503825,1.234550694,1.995335039
ILMN_1887413,ILMN_1887413,0.363733855,0.098867243,3.679012835,0.000234138,0.000343208,0.000234138,0.000239208,1.438691262,1.185254619,1.746318905
ILMN_1812946,ILMN_1812946,0.398111012,0.106351914,3.743336598,0.000181593,0.000686001,0.000181593,0.000239558,1.489009319,1.208844677,1.834105567
ILMN_1722276,ILMN_1722276,0.405063873,0.110156428,3.677169632,0.000235836,0.00015587,0.000235836,0.000239674,1.499398268,1.208235754,1.860725573
ILMN_1723522,ILMN_1723522,0.432435249,0.118617419,3.645630228,0.000266737,0.000559223,0.000266737,0.000240765,1.541005691,1.221340932,1.944337144
ILMN_1796628,ILMN_1796628,0.370418597,0.10196055,3.63295997,0.000280188,0.001319228,0.000280188,0.000240803,1.448340759,1.185992043,1.768722621
ILMN_1785732,ILMN_1785732,0.409207199,0.113519073,3.604744029,0.000312461,0.001309784,0.000312461,0.000240823,1.505623653,1.205282411,1.88080616
ILMN_1731666,ILMN_1731666,-0.406332604,0.110647567,-3.672313942,0.000240364,0.000217477,0.000240364,0.000240905,0.666088587,0.536226919,0.827399725
ILMN_1664362,ILMN_1664362,0.412225881,0.113515724,3.631442988,0.000281841,0.00093095,0.000281841,0.000243853,1.510175518,1.208934206,1.886479913
ILMN_1695744,ILMN_1695744,0.417889683,0.114347269,3.654566362,0.000257617,0.00035571,0.000257617,0.000246228,1.518753122,1.213820902,1.900289443
ILMN_1729842,ILMN_1729842,0.303159481,0.082860526,3.658671934,0.000253526,0.000758837,0.000253526,0.000251337,1.354130405,1.151143544,1.592910948
ILMN_1761447,ILMN_1761447,0.411014819,0.112129632,3.665532577,0.000246824,0.000391194,0.000246824,0.000252087,1.508347709,1.210755783,1.879084819
ILMN_1666625,ILMN_1666625,0.389886483,0.105990169,3.678515533,0.000234595,0.000558862,0.000234595,0.000255403,1.476813141,1.199793633,1.81779349
ILMN_1839887,ILMN_1839887,-0.518194881,0.125909445,-4.115615635,3.86E-05,2.16E-06,3.86E-05,0.000257979,0.595594698,0.465346561,0.762298626
ILMN_1914199,ILMN_1914199,0.372157633,0.101045315,3.683076561,0.000230436,0.000487152,0.000230436,0.000259203,1.450861667,1.1901894,1.768625713
ILMN_1743939,ILMN_1743939,0.375955034,0.103748692,3.623708682,0.000290409,0.000274511,0.000290409,0.000259526,1.456381645,1.188404125,1.784786381
ILMN_1675258,ILMN_1675258,-0.327667093,0.088199111,-3.715083865,0.000203136,0.000203201,0.000203136,0.000260863,0.720602874,0.606206754,0.856586467
ILMN_1891099,ILMN_1891099,0.342120639,0.094797421,3.608965677,0.00030742,0.000562691,0.00030742,0.000261129,1.407930139,1.169201583,1.695402491
ILMN_1668063,ILMN_1668063,0.4494496,0.125169981,3.590713983,0.000329773,0.001238185,0.000329773,0.00026308,1.567449224,1.226446478,2.003264809
ILMN_1829914,ILMN_1829914,0.391925513,0.1022589,3.832678737,0.000126755,0.001052889,0.000126755,0.000263404,1.479827479,1.211066954,1.808231462
ILMN_1756525,ILMN_1756525,0.432332743,0.118624245,3.644556344,0.000267853,0.000253811,0.000267853,0.000268429,1.540847736,1.221199407,1.944163855
ILMN_1790529,ILMN_1790529,0.424574812,0.117845913,3.602796247,0.000314812,0.000346257,0.000314812,0.000271429,1.528940194,1.213612037,1.926198856
ILMN_1908872,ILMN_1908872,0.360773628,0.098473621,3.663657592,0.000248639,0.000524675,0.000248639,0.000272982,1.434438708,1.18266324,1.739814291
ILMN_1792323,ILMN_1792323,0.395433127,0.111131803,3.558235508,0.000373354,0.001292509,0.000373354,0.000282837,1.485027258,1.194369936,1.846417839
ILMN_1796734,ILMN_1796734,0.406500569,0.111396778,3.649123209,0.000263137,0.000298548,0.000263137,0.000283051,1.501553996,1.207034947,1.867936307
ILMN_1751326,ILMN_1751326,0.468739548,0.13014981,3.601538474,0.00031634,0.000314946,0.00031634,0.000284186,1.597978747,1.238189965,2.062313658
ILMN_1706505,ILMN_1706505,0.393714178,0.108795053,3.61886105,0.000295902,0.000424561,0.000295902,0.000292074,1.482476764,1.197791918,1.834823998
ILMN_1799134,ILMN_1799134,0.496278415,0.135845839,3.653247081,0.000258945,0.000793244,0.000258945,0.000298537,1.642596817,1.258632058,2.143695838
ILMN_1697132,ILMN_1697132,0.376678535,0.105552207,3.568646705,0.00035883,0.00076897,0.00035883,0.000299426,1.457435719,1.185067827,1.792402786
ILMN_1716859,ILMN_1716859,0.288825015,0.080943633,3.568223997,0.000359409,0.001079344,0.000359409,0.000300355,1.334858128,1.139031579,1.564351907
ILMN_1681168,ILMN_1681168,0.366559801,0.101085961,3.626218686,0.000287602,0.000321482,0.000287602,0.000305883,1.442762677,1.18345125,1.758893018
ILMN_1658835,ILMN_1658835,0.430078748,0.119776059,3.590690429,0.000329803,0.000447075,0.000329803,0.000306429,1.537378584,1.215702363,1.944170697
ILMN_1864900,ILMN_1864900,0.443398232,0.124454267,3.562740285,0.000367004,0.000941455,0.000367004,0.000309753,1.557992654,1.220758455,1.988387709
ILMN_1729212,ILMN_1729212,0.389795666,0.105682048,3.688381069,0.000225685,0.002168319,0.000225685,0.000311109,1.476679027,1.200409391,1.816531066
ILMN_1811077,ILMN_1811077,0.407944691,0.114008766,3.578187053,0.000345986,0.000179351,0.000345986,0.000312436,1.50372399,1.202606898,1.880236877
ILMN_1771204,ILMN_1771204,0.392529222,0.106520948,3.684995571,0.000228707,0.000100153,0.000228707,0.000312454,1.480721134,1.20171776,1.824500852
ILMN_1795762,ILMN_1795762,0.418336207,0.116705015,3.58456067,0.000337646,0.000618641,0.000337646,0.000314672,1.519431431,1.208764279,1.909943829
ILMN_1718621,ILMN_1718621,0.480246911,0.133735712,3.591014716,0.000329393,0.001378069,0.000329393,0.000314712,1.616473477,1.24374841,2.100896356
ILMN_1844749,ILMN_1844749,-0.446174499,0.123253896,-3.619962632,0.000294646,0.000250265,0.000294646,0.000317974,0.64007207,0.502707044,0.81497218
ILMN_1668554,ILMN_1668554,-0.404002974,0.109101231,-3.703010221,0.000213056,7.12E-05,0.000213056,0.00032123,0.667642136,0.539109024,0.826819811
ILMN_1785646,ILMN_1785646,0.379092811,0.106780118,3.550219054,0.000384911,0.000698657,0.000384911,0.000323831,1.460958623,1.18507685,1.801064714
ILMN_1716195,ILMN_1716195,0.392767479,0.110424733,3.556879579,0.000375286,0.000961124,0.000375286,0.000328797,1.481073969,1.192842338,1.838952249
ILMN_1781102,ILMN_1781102,0.454167466,0.127467892,3.562995027,0.000366648,0.000202832,0.000366648,0.000330257,1.574861711,1.226709017,2.021823736
ILMN_1788019,ILMN_1788019,0.49538704,0.1387426,3.570547469,0.000356236,0.000934604,0.000356236,0.000331078,1.641133301,1.250391298,2.15398053
ILMN_1896691,ILMN_1896691,-0.355835309,0.098955284,-3.595920247,0.000323247,0.0004251,0.000323247,0.000331636,0.700587991,0.577074386,0.850537721
ILMN_1704554,ILMN_1704554,0.494023497,0.136504142,3.619109951,0.000295618,0.000926086,0.000295618,0.000333821,1.63889707,1.254177897,2.14162888
ILMN_1811590,ILMN_1811590,0.72794051,0.201348773,3.615321313,0.000299975,0.001677279,0.000299975,0.000335204,2.070811397,1.39557172,3.072762067
ILMN_1667485,ILMN_1667485,0.429042851,0.120699833,3.55462672,0.000378516,0.000501306,0.000378516,0.000338064,1.535786843,1.212246834,1.945677365
ILMN_1880855,ILMN_1880855,-0.350187722,0.097899843,-3.576999847,0.00034756,0.000220603,0.00034756,0.000344322,0.704555817,0.58154444,0.853587215
ILMN_1739508,ILMN_1739508,0.413683316,0.117811364,3.51140419,0.000445746,0.000985318,0.000445746,0.000347925,1.512378105,1.200547,1.905204489
ILMN_1716790,ILMN_1716790,0.453496415,0.126944416,3.572401445,0.000353723,0.000587801,0.000353723,0.000349582,1.573805253,1.227144507,2.018395518
ILMN_1911798,ILMN_1911798,-0.338603612,0.095233396,-3.555513375,0.000377242,0.000551594,0.000377242,0.000352084,0.712764925,0.591402977,0.859031587
ILMN_1897376,ILMN_1897376,0.394117809,0.110066477,3.580725205,0.000342642,0.00022044,0.000342642,0.000353056,1.483075258,1.19529316,1.840144572
ILMN_1651958,ILMN_1651958,0.34999588,0.098733389,3.544858375,0.000392824,0.000669952,0.000392824,0.000355429,1.419061702,1.169389706,1.722040227
ILMN_1888593,ILMN_1888593,0.421982182,0.119226625,3.539328419,0.000401146,0.000506923,0.000401146,0.000357171,1.524981352,1.207198385,1.926417523
ILMN_1704154,ILMN_1704154,0.533214274,0.148916997,3.580613933,0.000342788,0.001665296,0.000342788,0.000359374,1.704401928,1.272956723,2.282077527
ILMN_1786212,ILMN_1786212,-0.361121744,0.101134174,-3.570719265,0.000356002,0.000440577,0.000356002,0.000361409,0.696894151,0.571585568,0.849674108
ILMN_1775224,ILMN_1775224,0.395171427,0.111523439,3.543393497,0.000395013,0.000726025,0.000395013,0.000363337,1.484638676,1.193141213,1.847352162
ILMN_1657914,ILMN_1657914,0.338253275,0.094910094,3.563933629,0.000365338,0.001560617,0.000365338,0.000363683,1.402495676,1.164431412,1.689231415
ILMN_1713553,ILMN_1713553,-0.392174409,0.110277586,-3.556247666,0.000376189,0.000339584,0.000376189,0.000372069,0.675586276,0.544267456,0.83858921
ILMN_1702837,ILMN_1702837,0.348604621,0.096500729,3.612455819,0.000303311,6.96E-05,0.000303311,0.000373293,1.417088792,1.172885166,1.712137474
ILMN_1676256,ILMN_1676256,0.318240875,0.091093801,3.493551375,0.000476641,0.001239632,0.000476641,0.000374473,1.374707354,1.149929119,1.643423301
ILMN_1688124,ILMN_1688124,-0.53612369,0.134339581,-3.990809611,6.58E-05,1.30E-06,6.58E-05,0.000374929,0.585011549,0.449587659,0.761227551
ILMN_1702329,ILMN_1702329,0.354082901,0.099847675,3.546230784,0.000390784,0.000443875,0.000390784,0.000375456,1.424873304,1.171617242,1.732873041
ILMN_1651557,ILMN_1651557,0.377635618,0.106324145,3.551739067,0.000382694,0.000404531,0.000382694,0.000378881,1.458831275,1.184409246,1.79683559
ILMN_1878843,ILMN_1878843,-0.451593007,0.114983604,-3.927455662,8.58E-05,2.20E-05,8.58E-05,0.000381993,0.636613214,0.508161113,0.797535219
ILMN_1733579,ILMN_1733579,0.523545529,0.143989,3.636010595,0.000276893,0.001500737,0.000276893,0.000382783,1.688001912,1.272943932,2.238394309
ILMN_1723007,ILMN_1723007,0.444022011,0.122672788,3.619564025,0.0002951,7.66E-05,0.0002951,0.000383587,1.5589648,1.225792734,1.982693469
ILMN_1813795,ILMN_1813795,0.376192929,0.106121808,3.544916318,0.000392738,0.000825653,0.000392738,0.000384205,1.456728151,1.183170864,1.793533776
